athlete_id,age,gender,height_cm,weight_kg,monthly_income_usd,previously_joined_gym,exercise_plan,balanced_diet,athletics_food_supplements,medical_limitations,smoker,sleeping_habits,workout_prefer_time,frequency_of_play_sports,regular_exercise,preferred_sports,level_of_fittness,motivation_for_workingout
125832,18,M,166,76,4213,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Unfit,1
136,32,F,176,67,79014,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Perfect,3.5
124846,30,F,178,78,64627,no,no,yes,sometimes,no,FALSE,night regularly,AM,Every other day,In a pair,Riding a bike,Good,3
122393,32,M,162,50,72070,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,3.5
123542,21,F,163,72,22645,no,yes,yes,sometimes,no,FALSE,night regularly,AM,Every other day,Alone,Riding a bike,Good,3.5
123692,22,M,161,72,46929,no,yes,no,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Riding a bike,Good,3
124631,34,F,177,80,50393,yes,yes,no,sometimes,yes,FALSE,night regularly,PM,Once per week,In a pair,Roller scating,Average,3
122549,32,F,182,81,99679,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Perfect,4
125386,18,M,152,67,10949,no,yes,no,sometimes,no,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Riding a bike,Poor,1
123208,19,F,150,63,9544,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Running,Average,3.5
315,32,F,168,68,72613,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Roller scating,Good,4
123048,38,M,163,52,83228,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Roller scating,Good,4.5
125049,43,F,183,89,114997,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every other day,As a group,Riding a bike,Good,3.5
125654,23,M,155,70,14757,no,no,no,no,no,FALSE,night regularly,PM,Less often,As a group,Riding a bike,Poor,1.5
125539,20,F,152,70,11786,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,As a group,Swimming,Unfit,1
123490,24,M,165,70,29280,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Good,3.5
110121,23,F,162,59,20223,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Martial arts,Perfect,4.5
125810,24,M,174,74,1872,no,no,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Riding a bike,Poor,1
124081,19,F,182,91,44630,no,yes,yes,yes,no,FALSE,night regularly,AM,Every other day,As a group,Riding a bike,Good,3.5
157,27,F,170,68,72573,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Martial arts,Good,4.5
124628,34,F,178,79,57676,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Swimming,Average,3
125230,53,F,185,80,114296,no,yes,yes,yes,yes,FALSE,less than 8 hrs,PM,Every day,As a group,Riding a bike,Good,4
122841,33,M,187,79,72852,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Extreme sports,Perfect,3.5
125856,18,M,169,76,368,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Poor,1
124453,25,F,156,61,83737,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Martial arts,Good,3
123513,18,F,168,73,19125,no,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Good,3
385,34,F,167,69,88791,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Perfect,4.5
125626,21,M,155,70,2163,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Riding a bike,Poor,1
123586,23,M,163,68,4796,no,yes,no,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Good,4
125337,20,F,157,69,14290,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Swimming,Unfit,1.5
110142,23,F,151,55,20539,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Martial arts,Perfect,4.5
122173,22,F,172,69,4956,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Good,4.5
125820,18,M,173,73,21626,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1.5
125898,23,F,168,71,21606,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Poor,1
122165,21,F,176,66,926,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Extreme sports,Perfect,4
125892,19,F,166,71,1340,no,yes,no,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Riding a bike,Unfit,1
126079,21,F,184,88,3004,no,no,yes,no,no,TRUE,night regularly,PM,Less often,As a group,Running,Poor,1.5
125296,45,F,191,97,87536,yes,yes,yes,sometimes,no,TRUE,night regularly,PM,Once per week,In a pair,Roller scating,Good,4
123888,23,M,163,74,33780,yes,no,no,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Running,Good,3
160,26,F,175,69,85228,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Martial arts,Perfect,3.5
125895,23,M,169,70,22665,no,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
126374,40,F,193,110,87775,no,yes,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Roller scating,Unfit,4
123175,22,M,157,59,12360,no,yes,yes,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,In a pair,Swimming,Average,3.5
110107,23,F,158,54,10135,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Extreme sports,Perfect,4.5
122286,34,F,155,51,55465,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4
124533,25,F,166,68,96312,no,no,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Average,3
124787,30,F,172,79,55555,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,3
122265,32,M,155,58,66195,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Extreme sports,Good,4
122345,27,F,156,55,50927,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Perfect,4
125587,18,M,156,67,11106,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Poor,1.5
353,30,F,171,67,74795,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Running,Perfect,3.5
123118,23,F,152,63,14823,no,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Extreme sports,Average,3.5
125808,18,M,172,73,12430,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
124834,30,M,177,80,68403,no,yes,no,yes,no,TRUE,night regularly,PM,Every day,Alone,Martial arts,Good,3.5
123481,19,M,167,70,2632,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,3
122464,28,F,155,53,59654,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Running,Good,4.5
125169,52,F,195,102,87657,yes,no,yes,yes,yes,FALSE,less than 8 hrs,AM,Once per week,As a group,Swimming,Good,3
390,33,M,173,65,82254,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Swimming,Perfect,3.5
122663,29,F,188,84,60008,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Good,4.5
125701,21,M,153,69,17776,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
124121,22,F,181,90,15138,yes,yes,yes,sometimes,no,TRUE,night regularly,PM,Every day,Alone,Martial arts,Average,3.5
532,28,F,167,66,76165,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Extreme sports,Perfect,4
126376,43,M,189,105,92644,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,4
522,29,M,175,68,87143,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Roller scating,Perfect,4.5
126130,18,F,198,97,12615,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,2
123554,19,M,167,72,7937,yes,no,yes,yes,no,TRUE,night regularly,PM,Every day,In a pair,Roller scating,Good,3
478,28,M,168,69,85412,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Good,3.5
123568,24,F,166,70,1321,no,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,Alone,Running,Good,3
126262,31,M,197,111,24714,no,yes,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1
125598,21,M,150,70,6678,yes,no,yes,no,no,TRUE,night regularly,PM,Less often,Alone,Roller scating,Poor,1.5
125756,23,M,163,73,8870,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
125739,21,F,150,66,12206,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
124759,32,M,178,79,51487,yes,yes,yes,sometimes,yes,FALSE,less than 8 hrs,AM,Once per week,In a pair,Martial arts,Good,3
125688,22,F,151,70,18103,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1
123891,18,F,162,70,41440,yes,no,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Riding a bike,Good,3.5
124305,32,F,155,58,61452,yes,no,yes,sometimes,no,TRUE,night regularly,AM,Once per week,In a pair,Martial arts,Good,4
125419,23,M,150,70,3984,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
124201,20,F,197,102,682,yes,no,yes,yes,no,TRUE,night regularly,PM,Every day,As a group,Extreme sports,Good,4
122476,32,F,155,49,71545,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Extreme sports,Good,3.5
126060,21,F,177,90,12418,no,no,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Running,Poor,1.5
124773,34,M,170,80,52665,no,yes,yes,sometimes,yes,FALSE,night regularly,PM,Once per week,In a pair,Roller scating,Average,3
124278,25,M,152,61,95261,no,yes,yes,yes,no,TRUE,less than 8 hrs,PM,Every day,As a group,Swimming,Good,3.5
125353,23,F,153,68,13291,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Unfit,2
176,33,M,176,69,88438,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4
123903,18,F,171,84,5985,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,Alone,Swimming,Good,3
124422,32,M,156,60,95211,no,no,no,yes,no,FALSE,night regularly,AM,Every day,In a pair,Running,Good,4
124558,30,F,166,67,88406,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Average,3.5
110124,22,F,163,51,189,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Swimming,Perfect,4.5
123519,19,F,168,70,25602,no,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Riding a bike,Good,3.5
123995,20,M,171,78,24035,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Roller scating,Average,3.5
123206,22,F,152,65,24784,no,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Running,Good,4
122478,31,F,161,52,57980,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Roller scating,Perfect,4.5
124576,31,M,174,78,67225,yes,no,no,sometimes,no,FALSE,less than 8 hrs,AM,Every other day,As a group,Swimming,Good,3.5
125526,20,M,158,69,23700,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,As a group,Running,Poor,1
122487,29,M,157,49,57576,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Extreme sports,Perfect,3.5
496,32,F,168,66,84722,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Riding a bike,Perfect,3.5
122392,32,M,152,49,54839,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Roller scating,Perfect,4.5
126363,40,M,193,101,97580,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Unfit,2
124836,28,M,171,79,71932,yes,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Swimming,Average,3
110034,24,F,157,49,1140,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Martial arts,Perfect,3.5
123385,21,M,157,60,7274,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every other day,In a pair,Riding a bike,Average,3
126405,48,F,188,100,124724,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Poor,3
123479,18,F,165,74,26762,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Riding a bike,Good,3.5
124582,30,M,171,78,73443,no,no,no,sometimes,yes,FALSE,less than 8 hrs,AM,Every other day,In a pair,Martial arts,Average,3.5
110076,22,F,164,51,6872,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Swimming,Perfect,4
123325,23,F,150,56,11026,yes,no,yes,yes,no,FALSE,less than 8 hrs,PM,Every other day,In a pair,Martial arts,Average,3.5
124540,28,M,167,71,92288,yes,no,no,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Good,4
124610,33,F,173,78,51049,yes,yes,yes,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,Alone,Swimming,Good,4
124316,27,M,151,62,79424,yes,no,no,yes,no,TRUE,less than 8 hrs,AM,Every other day,Alone,Extreme sports,Good,3
125099,43,F,192,87,107347,no,yes,yes,yes,no,TRUE,night regularly,AM,Every day,Alone,Extreme sports,Good,3.5
124939,44,M,166,69,85939,yes,no,yes,yes,no,FALSE,night regularly,PM,Once per week,Alone,Extreme sports,Good,3
123043,37,M,161,51,88172,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Running,Perfect,4
122838,30,M,178,77,86858,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Swimming,Perfect,4
124492,26,M,168,67,94367,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Running,Good,4
124828,33,M,170,79,50006,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Average,3.5
124257,30,F,151,62,86525,no,yes,yes,yes,no,TRUE,night regularly,PM,Once per week,In a pair,Running,Average,3
123294,22,M,154,60,9926,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Extreme sports,Good,3
110041,21,F,153,54,12261,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4.5
124821,31,M,170,78,69578,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Average,3
125937,18,F,163,74,22531,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1
124423,25,F,156,60,90739,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every other day,In a pair,Martial arts,Average,3.5
125093,40,F,184,85,111199,yes,no,yes,yes,no,TRUE,less than 8 hrs,AM,Once per week,As a group,Extreme sports,Good,3.5
540,26,F,174,68,77598,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,4.5
123435,22,F,151,61,23244,yes,yes,no,sometimes,no,FALSE,less than 8 hrs,PM,Every other day,In a pair,Swimming,Good,4
122920,29,F,190,98,75480,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Roller scating,Good,4.5
125869,18,F,174,72,23878,yes,no,no,no,yes,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1
124446,34,M,150,63,89575,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every other day,Alone,Running,Good,3
124906,33,F,192,106,55775,yes,yes,yes,sometimes,yes,FALSE,night regularly,AM,Every other day,As a group,Martial arts,Good,3
124959,38,M,159,66,91680,yes,no,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,As a group,Martial arts,Average,3
124156,21,F,183,88,23196,yes,yes,yes,sometimes,no,TRUE,less than 8 hrs,AM,Every other day,In a pair,Martial arts,Good,4
124022,20,M,178,77,16459,no,no,no,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Running,Good,3
126092,18,F,188,91,15621,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Roller scating,Poor,1
125108,37,M,192,85,117253,no,yes,yes,sometimes,no,TRUE,night regularly,AM,Once per week,In a pair,Martial arts,Average,3.5
195,29,F,171,68,77749,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Perfect,4
197,30,M,173,69,88102,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Roller scating,Perfect,4.5
123677,22,M,160,71,512,yes,no,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,3.5
125850,18,M,166,72,6262,no,yes,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Running,Poor,1.5
123955,23,F,176,77,21864,yes,yes,yes,yes,no,TRUE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,4
123042,35,F,159,56,77975,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,4.5
124550,28,F,166,70,94831,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Roller scating,Average,3.5
122554,25,M,179,81,55821,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,3.5
125364,21,F,156,69,16518,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Unfit,1
275,31,M,173,65,77267,yes,no,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4.5
123687,24,F,160,72,48461,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Average,3.5
122656,34,M,181,76,56434,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,Alone,Riding a bike,Perfect,4
110163,18,M,156,55,17017,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Perfect,4
124283,31,F,156,61,68105,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Good,3.5
126372,44,F,191,108,84109,no,yes,no,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,2.5
124707,34,M,174,78,68240,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Running,Good,4
124289,25,M,154,62,79020,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Swimming,Good,4
123605,24,F,165,67,27177,yes,yes,yes,yes,no,TRUE,night regularly,AM,Every day,In a pair,Extreme sports,Good,4
123269,20,F,154,62,18302,yes,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,In a pair,Swimming,Good,3
122931,28,M,193,99,51556,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,4.5
126434,50,M,194,107,124259,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Unfit,1
122449,25,F,156,53,56922,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
123084,35,M,184,76,76128,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,As a group,Roller scating,Good,4
126116,22,M,180,93,13986,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
122955,27,F,191,99,54474,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Martial arts,Perfect,4
125439,23,M,153,69,21425,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Several times per month,In a pair,Running,Unfit,1.5
123642,19,F,161,73,44496,yes,yes,no,sometimes,no,TRUE,less than 8 hrs,PM,Once per week,In a pair,Martial arts,Good,4
125001,43,M,159,69,75919,no,no,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Good,4
122729,33,F,181,83,64901,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Martial arts,Perfect,4.5
122465,26,M,157,50,53663,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Perfect,4
125424,23,M,152,66,8928,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Running,Poor,1.5
122551,30,M,182,79,90232,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Perfect,4.5
124714,30,F,170,79,71658,no,no,yes,yes,yes,TRUE,less than 8 hrs,AM,Every day,As a group,Running,Average,4
405,29,F,170,68,73460,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4.5
126167,18,M,197,98,17326,no,no,no,sometimes,no,TRUE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Poor,1
124987,39,F,161,66,76201,yes,yes,no,yes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Average,3
125859,21,M,164,72,12278,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1
123456,21,F,166,72,14775,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Extreme sports,Good,3.5
126279,26,M,192,102,28771,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Unfit,1.5
123905,20,F,178,79,2995,yes,no,no,yes,no,TRUE,night regularly,AM,Once per week,In a pair,Martial arts,Good,3.5
122326,33,F,164,50,74626,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Perfect,4.5
123088,44,M,185,75,99430,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Riding a bike,Perfect,4
124324,33,F,155,58,52229,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Once per week,In a pair,Extreme sports,Average,4
123493,23,F,167,69,32332,no,no,no,sometimes,no,TRUE,night regularly,AM,Once per week,In a pair,Riding a bike,Average,4
125001,44,F,162,67,84414,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Martial arts,Good,4
122602,25,M,182,77,77346,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Swimming,Perfect,4.5
125623,22,M,156,67,7021,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Unfit,1.5
